City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Pisco,PE,-13.7,-76.2167,59.02,88,17,5.75,mist
1,Xuddur,SO,4.1213,43.8894,67.86,82,38,19.57,scattered clouds
2,Avera,US,33.194,-82.5271,77.05,81,59,6.04,broken clouds
3,Yellowknife,CA,62.456,-114.3525,66.56,72,44,11.99,scattered clouds
4,Ushuaia,AR,-54.8,-68.3,37.06,70,40,2.3,scattered clouds
5,Jamestown,US,42.097,-79.2353,67.64,72,0,1.01,clear sky
6,Castro,BR,-24.7911,-50.0119,67.33,63,100,10.6,overcast clouds
7,Ritchie,ZA,-29.038,24.6028,49.73,44,0,6.11,clear sky
8,Petatlan,MX,17.5167,-101.2667,77.25,94,100,6.53,overcast clouds
9,Tuatapere,NZ,-46.1333,167.6833,47.16,89,89,8.99,overcast clouds
10,Hobart,AU,-42.8794,147.3294,52.27,68,40,19.57,scattered clouds
11,Carlisle,US,40.2015,-77.1889,70.18,80,53,3.44,broken clouds
12,Qui Nhon,VN,13.7667,109.2333,89.85,59,20,3.33,few clouds
13,Busselton,AU,-33.65,115.3333,58.86,68,100,14.14,light rain
14,Dicabisagan,PH,17.0818,122.4157,88.39,64,100,5.77,overcast clouds
15,Moussoro,TD,13.6408,16.4901,79.77,71,96,4.81,overcast clouds
16,Erzurum,TR,40.0,41.5,53.28,81,0,3.31,clear sky
17,Thompson,CA,55.7435,-97.8558,71.76,73,75,2.3,broken clouds
18,Half Moon Bay,US,37.4636,-122.4286,77.79,88,100,19.57,mist
19,Bredasdorp,ZA,-34.5322,20.0403,59.97,33,7,7.72,clear sky
20,Bluff,NZ,-46.6,168.3333,52.81,74,97,19.26,overcast clouds
21,Rikitea,PF,-23.1203,-134.9692,73.42,72,100,14.16,overcast clouds
22,Tuktoyaktuk,CA,69.4541,-133.0374,51.48,78,100,13.91,overcast clouds
23,Arraial Do Cabo,BR,-22.9661,-42.0278,70.86,87,100,22.17,overcast clouds
24,Kokopo,PG,-4.352,152.2633,85.86,62,80,10.76,light rain
25,Qaanaaq,GL,77.484,-69.3632,50.18,68,15,3.44,few clouds
26,Lubao,PH,14.9167,120.55,91.11,69,100,3.47,overcast clouds
27,Shalya,RU,57.2471,58.7298,65.79,74,0,7.09,clear sky
28,Allapalli,IN,19.4167,80.0667,77.27,95,100,4.07,light rain
29,Albany,US,42.6001,-73.9662,73.81,79,82,1.01,broken clouds
30,Labytnangi,RU,66.6572,66.4183,64.09,50,10,5.73,clear sky
31,Carnarvon,AU,-24.8667,113.6333,71.06,42,80,1.83,broken clouds
32,Provideniya,RU,64.3833,-173.3,56.14,54,56,7.7,broken clouds
33,Dingle,PH,10.9995,122.6711,85.35,74,100,8.63,moderate rain
34,Banda Aceh,ID,5.5577,95.3222,85.26,64,79,5.91,broken clouds
35,Esperance,AU,-33.8667,121.9,58.95,65,49,6.89,scattered clouds
36,Narsaq,GL,60.9167,-46.05,46.62,84,68,3.31,broken clouds
37,Catamarca,AR,-28.4696,-65.7852,44.78,66,0,6.78,clear sky
38,Koroni,GR,36.8,21.95,81.07,55,0,10.94,clear sky
39,Taksimo,RU,56.3444,114.8794,60.78,96,100,2.8,moderate rain
40,Rawson,AR,-43.3002,-65.1023,38.8,59,41,10.6,scattered clouds
41,Coquimbo,CL,-29.9533,-71.3436,49.73,76,0,9.22,clear sky
42,Havoysund,NO,70.9963,24.6622,52.03,98,100,22.37,light rain
43,Khatanga,RU,71.9667,102.5,66.67,44,21,5.7,few clouds
44,Cape Town,ZA,-33.9258,18.4232,64.9,52,0,5.99,clear sky
45,Atuona,PF,-9.8,-139.0333,77.77,72,67,14.36,broken clouds
46,Lebu,CL,-37.6167,-73.65,47.34,86,100,24.29,light rain
47,Hermanus,ZA,-34.4187,19.2345,61.79,50,2,6.13,clear sky
48,Abu Zabad,SD,12.35,29.25,77.49,70,94,6.51,overcast clouds
49,Hithadhoo,MV,-0.6,73.0833,84.4,71,26,15.9,scattered clouds
50,Martin,US,27.0837,-80.4164,75.97,98,100,6.08,light rain
51,Nikolskoye,RU,59.7035,30.7861,53.8,82,68,4.72,broken clouds
52,Dauriya,RU,49.9333,116.8667,62.35,94,100,6.87,light rain
53,Tulagi,SB,-9.0996,160.1476,83.59,71,39,18.84,scattered clouds
54,Katakwi,UG,1.8911,33.9661,64.38,92,73,5.17,light rain
55,Plettenberg Bay,ZA,-34.0527,23.3716,70.0,34,6,12.97,clear sky
56,Balezino,RU,57.9796,53.0106,64.08,73,22,3.04,few clouds
57,Antofagasta,CL,-23.65,-70.4,54.68,67,0,9.15,clear sky
58,Qaqortoq,GL,60.7167,-46.0333,41.52,80,22,3.91,few clouds
59,Tasiilaq,GL,65.6145,-37.6368,44.76,69,96,3.6,overcast clouds
60,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.98,85,60,15.12,broken clouds
61,Quatre Cocos,MU,-20.2078,57.7625,70.29,63,26,15.03,scattered clouds
62,Ancud,CL,-41.8697,-73.8203,46.22,89,100,20.2,moderate rain
63,Severo-Kurilsk,RU,50.6789,156.125,56.05,90,95,1.01,overcast clouds
64,Dubti,ET,11.7361,41.0853,85.98,48,100,15.39,overcast clouds
65,Barranca,PE,-10.75,-77.7667,60.3,85,39,9.19,scattered clouds
66,Lompoc,US,34.6391,-120.4579,77.14,89,0,9.22,mist
67,Lapua,FI,62.9693,23.0088,53.35,98,100,3.98,overcast clouds
68,Saskylakh,RU,71.9167,114.0833,60.66,53,92,13.42,overcast clouds
69,Safford,US,32.834,-109.7076,91.11,35,20,18.41,few clouds
70,Aksu,CN,41.1231,80.2644,83.97,27,0,4.99,clear sky
71,Georgetown,MY,5.4112,100.3354,87.89,76,20,3.44,haze
72,Vaini,TO,-21.2,-175.2,80.76,89,40,5.75,scattered clouds
73,Nampula,MZ,-15.1165,39.2666,58.95,95,67,5.86,broken clouds
74,Barrow,US,71.2906,-156.7887,39.22,87,100,17.27,overcast clouds
75,Avarua,CK,-21.2078,-159.775,77.05,69,40,14.97,scattered clouds
76,Zhigansk,RU,66.7697,123.3711,57.04,65,100,17.38,overcast clouds
77,Zhangye,CN,38.9342,100.4517,77.72,28,100,4.79,overcast clouds
78,Punta Arenas,CL,-53.15,-70.9167,30.31,86,75,6.91,broken clouds
79,Fortuna,US,40.5982,-124.1573,62.1,82,22,5.01,few clouds
80,Rapid Valley,US,44.0625,-103.1463,78.84,65,0,4.61,clear sky
81,Butaritari,KI,3.0707,172.7902,80.78,78,98,8.05,moderate rain
82,Wilmington,US,34.2257,-77.9447,81.86,84,0,6.91,clear sky
83,Puerto Ayora,EC,-0.7393,-90.3518,68.56,94,29,5.01,scattered clouds
84,Port Lincoln,AU,-34.7333,135.8667,58.51,63,43,22.68,scattered clouds
85,Candiis,PH,8.9703,125.1842,84.49,69,99,5.7,overcast clouds
86,East London,ZA,-33.0153,27.9116,64.62,34,4,5.37,clear sky
87,Loreto,MX,22.2667,-101.9667,62.96,61,98,24.34,overcast clouds
88,Hasaki,JP,35.7333,140.8333,82.29,85,54,19.17,light rain
89,Ponta Do Sol,PT,32.6667,-17.1,68.72,74,31,5.37,scattered clouds
90,Iqaluit,CA,63.7506,-68.5145,54.7,76,100,5.99,overcast clouds
91,Kapaa,US,22.0752,-159.319,84.18,79,100,20.71,overcast clouds
92,Nsoko,SZ,-27.0333,31.95,59.65,84,80,2.93,broken clouds
93,Caravelas,BR,-17.7125,-39.2481,69.12,91,1,3.6,clear sky
94,Bethel,US,41.3712,-73.414,71.96,88,0,0.0,clear sky
95,Mataura,NZ,-46.1927,168.8643,52.48,73,97,3.91,overcast clouds
96,Cabo San Lucas,MX,22.8909,-109.9124,83.5,48,2,4.0,clear sky
97,Mpraeso,GH,6.5932,-0.7346,67.06,97,100,3.56,overcast clouds
98,Melfort,CA,52.8667,-104.6177,72.32,76,0,10.07,clear sky
99,Tangua,BR,-22.7303,-42.7142,70.18,59,100,3.91,overcast clouds
100,Airai,TL,-8.9266,125.4092,67.55,62,78,3.6,broken clouds
101,Clyde River,CA,70.4692,-68.5914,32.23,100,100,11.5,fog
102,Anyama,CI,5.4946,-4.0518,76.01,88,100,5.32,overcast clouds
103,Ilulissat,GL,69.2167,-51.1,46.42,66,46,3.44,scattered clouds
104,Geraldton,AU,-28.7667,114.6,63.01,63,100,18.41,light intensity shower rain
105,Cabedelo,BR,-6.9811,-34.8339,74.07,87,38,11.3,scattered clouds
106,Portland,US,45.5234,-122.6762,73.49,60,20,9.22,few clouds
107,Yulara,AU,-25.2406,130.9889,67.69,13,2,7.36,clear sky
108,New Norfolk,AU,-42.7826,147.0587,51.93,79,69,7.0,light rain
109,Saint-Philippe,RE,-21.3585,55.7679,65.79,80,40,10.74,light rain
110,Luganville,VU,-15.5333,167.1667,78.13,87,76,16.58,broken clouds
111,Santiago De Cao,PE,-7.9589,-79.2392,60.93,82,100,10.36,mist
112,Hilo,US,19.7297,-155.09,83.28,94,100,8.01,moderate rain
113,Tevaitoa,PF,-16.7833,-151.5,77.38,64,17,18.97,few clouds
114,Bolobo,CD,-2.1667,16.2333,77.52,48,92,1.83,overcast clouds
115,Yekaterinovka,RU,52.0508,44.3451,64.76,88,81,4.12,light rain
116,Vestmannaeyjar,IS,63.4427,-20.2734,50.77,80,55,4.94,broken clouds
117,Hofn,IS,64.2539,-15.2082,50.99,85,100,5.91,overcast clouds
118,Mar Del Plata,AR,-38.0023,-57.5575,45.09,78,68,7.0,broken clouds
119,Saint George,US,37.1041,-113.5841,102.79,17,0,6.91,clear sky
120,Chulman,RU,56.8479,124.9104,78.46,55,41,3.94,scattered clouds
121,Vajszlo,HU,45.8596,17.9841,70.92,42,100,5.93,overcast clouds
122,Haines Junction,CA,60.7522,-137.5108,51.64,84,100,5.37,overcast clouds
123,Upernavik,GL,72.7868,-56.1549,41.88,92,100,11.1,overcast clouds
124,Hargeysa,SO,9.56,44.065,67.82,60,89,30.11,overcast clouds
125,Sola,VU,-13.8833,167.55,80.1,77,21,23.17,few clouds
126,Berlevag,NO,70.8578,29.0864,53.4,87,100,16.11,light intensity drizzle
127,Chuy,UY,-33.6971,-53.4616,46.98,90,100,19.06,light rain
128,Arlit,NE,18.7369,7.3853,84.96,44,19,5.88,few clouds
129,Pevek,RU,69.7008,170.3133,34.77,98,100,12.17,snow
130,Marienburg,PL,54.0359,19.0266,56.12,91,97,7.38,overcast clouds
131,Victoria,HK,22.2855,114.1577,91.96,80,100,13.0,overcast clouds
132,Manono,CD,-7.3,27.4167,73.15,44,7,9.08,clear sky
133,Nome,US,64.5011,-165.4064,62.17,55,0,11.5,clear sky
134,Santa Lucia,ES,27.9117,-15.5407,63.72,78,75,27.63,broken clouds
135,Reriutaba,BR,-4.1417,-40.5822,75.45,59,21,1.45,few clouds
136,Wyndham,US,37.6985,-77.6125,71.87,92,20,5.75,few clouds
137,Khorixas,NA,-20.3667,14.9667,58.19,32,0,12.08,clear sky
138,Wanning,CN,18.8003,110.3967,87.87,71,100,10.42,overcast clouds
139,Salsomaggiore Terme,IT,44.8148,9.9796,73.9,61,2,4.03,clear sky
140,Wajir,KE,1.7471,40.0573,69.75,84,67,8.21,broken clouds
141,Kuusankoski,FI,60.907,26.6244,52.32,99,0,5.75,clear sky
142,Durg,IN,21.1833,81.2833,78.98,82,100,5.19,heavy intensity rain
143,Nishihara,JP,26.1842,127.7558,89.65,81,100,16.11,overcast clouds
144,Verkhnyaya Inta,RU,65.9811,60.3094,61.83,72,100,9.71,light rain
145,Dikson,RU,73.5069,80.5464,45.93,71,67,8.41,broken clouds
146,Port Keats,AU,-14.25,129.55,81.77,35,100,2.89,overcast clouds
147,Tabat,ID,-2.635,115.2274,75.63,96,100,3.02,overcast clouds
148,San Patricio,US,28.017,-97.5169,84.88,70,0,11.16,clear sky
149,Talnakh,RU,69.4865,88.3972,67.21,40,100,11.48,overcast clouds
150,Turukhansk,RU,65.8167,87.9833,63.23,51,74,12.48,broken clouds
151,Lima,PE,-12.0432,-77.0282,59.25,86,100,8.05,overcast clouds
152,Tiksi,RU,71.6872,128.8694,38.93,84,86,8.43,overcast clouds
153,Semirom,IR,31.4167,51.5667,63.63,20,0,3.42,clear sky
154,Along,IN,28.1667,94.7667,87.91,70,98,1.48,overcast clouds
155,Port Alfred,ZA,-33.5906,26.891,66.2,39,9,11.43,clear sky
156,Encrucijada,CU,22.6169,-79.8711,75.76,94,75,2.3,light rain
157,Pecos,US,31.4229,-103.4932,91.31,23,0,8.05,clear sky
158,Singapore,SG,1.2897,103.8501,87.84,71,75,9.22,broken clouds
159,Alofi,NU,-19.0595,-169.9187,80.49,65,2,11.5,clear sky
160,Longyearbyen,SJ,78.2186,15.6401,51.64,71,0,2.3,clear sky
161,Songea,TZ,-10.6833,35.65,51.48,89,95,4.56,overcast clouds
162,Wewak,PG,-3.5534,143.6268,83.14,78,83,9.48,broken clouds
163,Henties Bay,NA,-22.116,14.2845,70.0,34,0,15.14,clear sky
164,Ati,TD,13.2154,18.3353,78.57,72,96,6.98,overcast clouds
165,Rognan,NO,67.0953,15.3878,50.14,69,100,6.4,overcast clouds
166,Sim,RU,54.993,57.6982,65.48,88,73,2.51,broken clouds
167,Bonoua,CI,5.2741,-3.595,76.62,88,100,7.09,overcast clouds
168,Poronaysk,RU,49.2167,143.1167,56.48,85,100,3.62,overcast clouds
169,Khorramabad,IR,33.4878,48.3558,76.62,16,0,9.22,clear sky
170,Jabinyanah,TN,35.035,10.9081,73.2,61,0,2.77,clear sky
171,Christchurch,NZ,-43.5333,172.6333,52.48,69,52,4.61,broken clouds
172,Constitucion,CL,-35.3333,-72.4167,46.56,78,98,4.09,overcast clouds
173,Daryapur,IN,20.9333,77.3333,80.92,77,96,11.34,overcast clouds
174,Teknaf,BD,20.8624,92.3058,84.76,76,75,14.94,broken clouds
175,Fort Nelson,CA,58.8053,-122.7002,74.79,50,40,3.44,scattered clouds
176,Bowen,AU,-20.0167,148.2333,72.05,63,0,16.64,clear sky
177,Diamantino,BR,-14.4086,-56.4461,75.74,49,39,4.25,scattered clouds
178,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,74.35,94,90,0.51,overcast clouds
179,Kodiak,US,57.79,-152.4072,56.71,88,100,3.44,overcast clouds
180,Ngunguru,NZ,-35.6167,174.5,57.9,54,4,5.5,clear sky
181,Chokurdakh,RU,70.6333,147.9167,47.89,46,58,20.67,broken clouds
182,Kungurtug,RU,50.5994,97.5228,68.7,40,53,1.7,broken clouds
183,Sungaipenuh,ID,-2.0833,101.3833,79.16,41,63,2.98,broken clouds
184,Bosaso,SO,11.2842,49.1816,88.77,41,100,20.27,overcast clouds
185,Poum,NC,-20.2333,164.0167,73.62,62,80,21.97,broken clouds
186,Sakakah,SA,29.9697,40.2064,81.97,23,2,6.22,clear sky
187,Alice Springs,AU,-23.7,133.8833,71.15,9,1,3.44,clear sky
188,Port Hedland,AU,-20.3167,118.5667,82.45,15,1,8.05,clear sky
189,Twin Falls,US,42.3505,-114.6445,86.34,30,0,8.05,clear sky
190,Lagoa,PT,39.05,-27.9833,69.69,89,66,8.12,light rain
191,Ha Giang,VN,22.8333,104.9833,91.72,69,98,3.76,overcast clouds
192,Vila Velha,BR,-20.3297,-40.2925,73.35,90,75,4.61,broken clouds
193,Ketrzyn,PL,54.0768,21.3753,49.21,96,87,6.96,overcast clouds
194,Faanui,PF,-16.4833,-151.75,77.59,59,56,19.93,broken clouds
195,Oriximina,BR,-1.7656,-55.8661,75.63,85,95,3.58,overcast clouds
196,Karup,DK,56.3067,9.1684,54.79,82,75,13.8,broken clouds
197,Bardiyah,LY,31.7561,25.0865,75.69,71,0,13.4,clear sky
198,Manerbio,IT,45.3558,10.1352,79.25,71,0,8.05,clear sky
199,Arrifes,PT,37.7667,-25.7,70.23,77,75,9.22,broken clouds
200,Hauknes,NO,66.2833,14.0667,48.79,91,100,4.61,overcast clouds
201,Tera,NE,14.0078,0.7531,81.27,54,99,7.58,overcast clouds
202,Kahului,US,20.8947,-156.47,84.22,71,40,29.93,scattered clouds
203,Torbay,CA,47.6666,-52.7314,60.89,75,20,11.5,few clouds
204,Bambous Virieux,MU,-20.3428,57.7575,70.05,73,40,11.5,scattered clouds
205,Itacoatiara,BR,-3.1431,-58.4442,76.23,84,38,2.42,scattered clouds
206,Augustow,PL,53.8432,22.9798,50.9,98,94,7.11,overcast clouds
207,Husavik,IS,66.0449,-17.3389,48.76,97,100,6.17,overcast clouds
208,Morondava,MG,-20.2833,44.2833,66.94,83,0,8.59,clear sky
209,Egvekinot,RU,66.3167,-179.1667,48.72,77,100,5.95,overcast clouds
210,Pietarsaari,FI,63.65,22.6833,55.89,80,99,8.61,overcast clouds
211,Broken Hill,AU,-31.95,141.4333,59.27,55,6,22.66,clear sky
212,Ambulu,ID,-8.345,113.6058,82.65,69,23,5.44,few clouds
213,Nazas,MX,25.2333,-104.1333,82.22,39,95,18.99,overcast clouds
214,Port Blair,IN,11.6667,92.75,83.93,76,98,11.5,light rain
215,Meadow Lake,US,34.8014,-106.5436,91.11,19,79,3.67,broken clouds
216,Verkhnyaya Sinyachikha,RU,57.976,61.6673,65.35,96,100,3.65,light rain
217,Port-Gentil,GA,-0.7193,8.7815,74.7,75,80,11.5,broken clouds
218,Rushden,GB,52.2914,-0.5992,64.33,72,94,7.11,overcast clouds
219,Ornskoldsvik,SE,63.2909,18.7153,52.75,76,100,12.66,overcast clouds
220,Santa Marta,CO,11.2408,-74.199,82.89,78,92,13.0,overcast clouds
221,Riyadh,SA,24.6877,46.7219,86.14,14,100,11.56,overcast clouds
222,Mubi,NG,10.2676,13.2644,71.1,91,100,7.36,moderate rain
223,Bahia Honda,CU,22.9036,-83.1592,78.06,83,43,4.21,light rain
224,West Bay,KY,19.3667,-81.4167,84.27,82,20,4.61,few clouds
225,Khasan,RU,42.4308,130.6434,63.7,98,100,13.89,light rain
226,Kavieng,PG,-2.5744,150.7967,84.09,71,18,13.69,few clouds
227,Hays,US,30.0502,-98.0336,88.3,58,84,5.01,broken clouds
228,San Cristobal,VE,7.7669,-72.225,71.78,96,31,2.13,scattered clouds
229,Hutang,CN,31.5333,119.4833,94.64,56,98,10.92,light rain
230,Victor Harbor,AU,-35.5667,138.6167,55.0,77,24,1.99,light rain
231,Terney,RU,45.0503,136.6092,63.72,85,98,9.42,overcast clouds
232,Santa,PH,17.486,120.4348,86.02,70,100,4.83,overcast clouds
233,Charters Towers,AU,-20.1,146.2667,72.84,45,0,10.31,clear sky
